tabular-actgan-659c3ee9e6d21c30ddf4418d-data_preview
Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001155,Male,No,1,Not Graduate,No,28785,0.0,199.0,356.0,1.0,Rural,Y
LP001052,Male,Yes,0,Graduate,No,7619,0.0,174.0,355.0,1.0,Rural,Y
LP001038,Female,Yes,3,Not Graduate,No,150,847.56038049,9.0,,1.0,Urban,Y
LP001005,Male,,1,Graduate,No,150,0.0,141.0,165.0,,Semiurban,Y
LP001038,Male,Yes,3,Graduate,No,4593,6802.02278341,249.0,,1.0,Semiurban,N
LP001052,Female,Yes,0,Graduate,No,14213,0.0,9.0,388.0,1.0,Semiurban,Y
LP001451,Female,No,1,Graduate,Yes,3124,2050.23553491,197.0,348.0,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,25057,1405.68613063,44.0,361.0,1.0,Urban,Y
LP001038,Male,Yes,2,Graduate,No,7887,486.47887068,80.0,350.0,1.0,Urban,Y
LP001038,Male,Yes,1,Graduate,,1399,301.34960489,9.0,355.0,,Rural,Y
LP001155,Male,Yes,0,Graduate,No,2251,0.0,151.0,359.0,1.0,Urban,Y
LP001616,Male,No,0,Graduate,No,11377,846.157745,15.0,351.0,1.0,Semiurban,Y
LP001038,Female,Yes,0,Graduate,No,4779,649.64798449,9.0,363.0,1.0,Urban,Y
LP001109,Male,Yes,0,Graduate,,14884,0.0,190.0,354.0,1.0,Urban,N
LP001155,Female,No,2,Graduate,No,6680,0.0,167.0,371.0,1.0,Semiurban,Y
LP001123,Male,No,0,Graduate,No,6599,0.0,21.0,350.0,1.0,Urban,Y
LP001123,Male,Yes,0,Graduate,No,424,0.0,203.0,355.0,1.0,Urban,Y
LP001155,Male,No,1,Not Graduate,No,6247,4049.52729799,,354.0,0.0,Urban,Y
LP001155,Male,No,1,Graduate,No,150,520.04897528,271.0,150.0,1.0,Semiurban,N
LP001146,Male,Yes,1,Graduate,No,734,12926.69356405,270.0,68.0,1.0,Semiurban,Y
LP001114,Female,Yes,3,Graduate,No,220,16015.4074534,189.0,358.0,1.0,Urban,Y
LP001032,Male,No,1,Not Graduate,No,7611,260.13196616,45.0,371.0,1.0,Urban,N
LP001146,Male,Yes,0,Not Graduate,No,7275,0.0,61.0,363.0,1.0,Urban,Y
LP001146,Male,No,3,Graduate,No,2211,0.0,264.0,370.0,1.0,Rural,Y
LP001032,Male,No,2,Not Graduate,No,27131,4015.75480263,12.0,356.0,1.0,Semiurban,Y
LP001052,Male,No,1,Graduate,No,6820,0.0,9.0,358.0,1.0,Rural,Y
LP001034,Male,Yes,3,Not Graduate,No,14193,0.0,,350.0,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,150,0.0,68.0,351.0,1.0,Urban,Y
LP001038,Male,Yes,1,Graduate,No,1926,1108.77899702,141.0,352.0,1.0,Urban,Y
LP001195,Male,Yes,0,Graduate,No,8502,230.96691046,42.0,370.0,1.0,Urban,Y
LP001038,Male,No,2,Graduate,No,150,622.66275916,266.0,348.0,1.0,Urban,Y
LP001038,Male,No,1,Graduate,No,8173,0.0,229.0,349.0,0.0,Urban,Y
LP001005,,Yes,0,Graduate,No,813,0.0,260.0,368.0,1.0,Semiurban,Y
LP001034,Male,Yes,3,Graduate,No,150,0.0,311.0,359.0,1.0,Semiurban,N
LP001047,Female,,,Graduate,No,1388,701.44801925,270.0,351.0,1.0,Urban,Y
LP001144,Male,Yes,1,Not Graduate,Yes,30319,368.03621742,271.0,370.0,1.0,Semiurban,Y
LP001034,Female,No,3,Not Graduate,No,10199,291.51442875,259.0,430.0,1.0,Rural,Y
LP001155,Male,No,3,Graduate,No,13252,0.0,498.0,361.0,1.0,Rural,Y
LP001034,Female,No,0,Graduate,No,1683,0.0,9.0,358.0,1.0,Urban,Y
LP001095,Male,Yes,3,Graduate,No,150,0.0,,351.0,1.0,Urban,Y
LP001197,Female,Yes,2,Graduate,No,6629,201.8144476,32.0,361.0,1.0,Urban,Y
LP001038,Male,No,1,Graduate,No,150,4330.38008849,9.0,348.0,1.0,Urban,N
LP001002,Male,Yes,1,Not Graduate,,3077,0.0,63.0,351.0,1.0,Rural,N
LP001002,Female,Yes,3,Graduate,No,1372,567.87155716,219.0,354.0,1.0,Urban,Y
LP001038,Male,Yes,3,Not Graduate,No,150,3589.80625478,146.0,353.0,,Urban,Y
LP001100,Male,No,2,Graduate,No,11289,8237.35086655,175.0,372.0,1.0,Urban,Y
LP001002,Male,Yes,1,Graduate,No,706,0.0,9.0,201.0,1.0,Urban,N
LP001002,Female,No,1,Graduate,No,14753,0.0,474.0,371.0,1.0,Urban,Y
LP001034,Female,Yes,1,Graduate,No,150,0.0,266.0,350.0,1.0,Rural,Y
LP001123,Female,No,1,Graduate,No,150,0.0,9.0,350.0,1.0,Rural,Y
LP001013,Male,No,1,Graduate,No,7443,762.44767805,62.0,371.0,1.0,Semiurban,Y
LP001151,Male,No,0,Graduate,No,150,3918.21618488,,351.0,1.0,Urban,N
LP001155,Male,No,0,Graduate,No,150,0.0,114.0,353.0,0.0,Semiurban,Y
LP001146,Male,Yes,1,Graduate,No,7363,0.0,267.0,366.0,1.0,Rural,Y
LP001097,Male,No,3,Graduate,No,14824,370.16676356,176.0,362.0,1.0,Rural,Y
LP001005,Male,Yes,2,Not Graduate,No,9795,4475.33551237,25.0,349.0,1.0,Rural,Y
LP001038,Male,Yes,0,Graduate,No,150,0.0,235.0,371.0,1.0,Urban,Y
LP001005,Male,Yes,0,Graduate,No,150,1889.50527026,221.0,360.0,1.0,Rural,Y
LP001508,Male,Yes,1,Graduate,No,5808,4501.18774299,273.0,367.0,1.0,Semiurban,Y
LP001516,Male,No,3,Graduate,Yes,14369,199.33754436,9.0,351.0,1.0,Urban,N
LP001146,Male,Yes,0,Not Graduate,No,10670,4304.33731622,96.0,302.0,0.0,Urban,Y
LP001034,Male,Yes,1,Graduate,No,1445,0.0,263.0,443.0,1.0,Urban,Y
LP001633,Male,Yes,3,Not Graduate,No,12964,0.0,268.0,363.0,1.0,Urban,Y
LP001066,Male,Yes,1,Graduate,No,14198,0.0,9.0,369.0,,Urban,N
LP001198,Male,Yes,2,Graduate,No,150,0.0,219.0,356.0,1.0,Semiurban,Y
LP001541,Male,No,1,Graduate,No,32157,0.0,9.0,350.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,9466,218.84793824,254.0,355.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,150,0.0,249.0,363.0,1.0,Rural,Y
LP001146,Male,Yes,1,Graduate,No,2052,0.0,125.0,350.0,1.0,Rural,N
LP001038,Male,Yes,0,Graduate,No,7483,803.27844012,123.0,351.0,,Rural,Y
LP001151,Male,No,0,Graduate,No,150,3425.56745377,273.0,12.0,1.0,Urban,Y
LP001151,Female,No,0,Graduate,No,12825,4519.19876337,205.0,349.0,1.0,Urban,Y
LP001155,Male,Yes,3,Graduate,No,7976,0.0,268.0,369.0,1.0,Semiurban,Y
LP001038,Male,No,2,Graduate,Yes,9371,4360.40412111,266.0,349.0,1.0,Urban,Y
LP001034,Male,No,0,Graduate,No,14460,0.0,253.0,365.0,1.0,Semiurban,N
LP001146,Female,Yes,0,Graduate,No,150,0.0,276.0,368.0,1.0,Rural,Y
LP001005,Male,No,2,Graduate,No,11986,0.0,16.0,346.0,,Urban,Y
LP001024,Male,No,2,Not Graduate,No,10987,0.0,45.0,360.0,1.0,Rural,Y
LP001038,Male,No,0,Graduate,No,11565,835.77852113,270.0,351.0,1.0,Semiurban,N
LP001136,Male,No,1,Not Graduate,No,2258,0.0,269.0,366.0,,Rural,N
LP001091,Female,Yes,3,Graduate,No,541,0.0,247.0,358.0,1.0,Urban,Y
LP001155,Female,No,0,Graduate,No,14329,6258.04190782,,384.0,1.0,Urban,Y
LP001043,Female,Yes,3,Graduate,No,31749,756.68561202,247.0,12.0,0.0,Urban,N
LP001036,Male,Yes,2,Not Graduate,No,7121,0.0,119.0,359.0,,Semiurban,Y
LP001100,Male,Yes,,Not Graduate,No,150,221.82260184,99.0,351.0,1.0,Urban,Y
LP001535,Male,Yes,1,Graduate,No,2702,0.0,134.0,355.0,1.0,Urban,Y
LP001155,Male,No,1,Not Graduate,No,13604,674.24695288,122.0,367.0,1.0,Semiurban,Y
LP001146,Female,Yes,0,Not Graduate,No,3025,7222.62008096,344.0,304.0,1.0,Urban,Y
LP001036,Male,Yes,3,Graduate,No,150,1507.72267404,180.0,351.0,1.0,Semiurban,Y
LP001155,Male,Yes,1,Graduate,No,11280,845.2953238,217.0,371.0,0.0,Rural,Y
LP001146,Male,No,1,Not Graduate,No,13641,4499.30836606,,351.0,0.0,Semiurban,N
LP001155,Female,Yes,1,Graduate,No,356,0.0,77.0,367.0,1.0,Rural,Y
LP001038,Male,No,2,Graduate,No,709,1468.93777495,9.0,356.0,1.0,Urban,Y
LP001164,Male,No,0,Graduate,No,150,597.46231706,89.0,348.0,1.0,Rural,Y
LP001155,Male,Yes,0,Graduate,Yes,11706,820.43980607,316.0,361.0,1.0,Rural,Y
LP001146,Male,Yes,0,Not Graduate,No,2071,0.0,497.0,353.0,0.0,Urban,N
LP001155,Male,No,2,Graduate,No,8601,877.51677801,117.0,371.0,1.0,Urban,Y
LP001155,Male,Yes,1,Graduate,No,150,774.06903139,271.0,367.0,1.0,Urban,Y
LP001155,Male,Yes,3,Graduate,No,7289,166.57669084,28.0,480.0,1.0,Urban,Y
LP001034,Female,Yes,1,Graduate,No,150,97.94144564,222.0,355.0,1.0,Urban,N
LP001137,Female,Yes,1,Not Graduate,No,150,139.31156322,146.0,,1.0,Semiurban,Y
LP001052,Male,No,1,Not Graduate,No,29663,0.0,119.0,384.0,1.0,Urban,Y
LP001195,Female,,3,Not Graduate,No,3141,0.0,497.0,370.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,7583,3878.02577247,345.0,356.0,1.0,Urban,Y
LP001024,Female,Yes,1,Graduate,No,4722,196.96295906,86.0,358.0,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,150,0.0,271.0,369.0,1.0,Rural,Y
LP001155,Male,Yes,0,Not Graduate,,150,1073.19830499,333.0,350.0,1.0,Rural,Y
LP001028,Male,No,1,Graduate,Yes,150,811.724572,43.0,348.0,,Semiurban,Y
LP001003,Male,Yes,3,Graduate,No,2762,585.61608602,269.0,350.0,,Semiurban,Y
LP001164,Male,Yes,0,Not Graduate,No,70161,0.0,166.0,360.0,1.0,Urban,Y
LP001034,Male,Yes,2,Graduate,No,7551,0.0,245.0,365.0,0.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,1210,0.0,91.0,359.0,0.0,Urban,Y
LP001155,Male,No,2,Graduate,No,5105,0.0,273.0,360.0,0.0,Urban,Y
LP001002,Male,Yes,,Not Graduate,No,150,1088.36086792,73.0,365.0,1.0,Rural,Y
LP001164,Female,Yes,,Not Graduate,No,13770,0.0,51.0,256.0,1.0,Urban,Y
LP001038,Female,No,1,Graduate,No,10945,7911.47067845,267.0,460.0,1.0,Urban,Y
LP001036,,Yes,0,Graduate,No,5762,513.07229003,83.0,350.0,1.0,Semiurban,Y
LP001146,Male,No,0,Not Graduate,No,14786,1217.46437972,142.0,229.0,1.0,Urban,Y
LP001036,Male,Yes,1,Graduate,No,19946,251.25925305,11.0,425.0,0.0,Urban,N
LP001005,Female,No,3,Graduate,No,150,5254.04947268,9.0,349.0,1.0,Urban,Y
LP001034,Male,No,3,Graduate,No,5173,91.97035728,166.0,349.0,1.0,Urban,Y
LP001155,Male,Yes,0,Not Graduate,No,150,6362.82128039,21.0,349.0,1.0,Urban,Y
LP001038,Male,No,1,Not Graduate,Yes,19660,0.0,9.0,351.0,1.0,Urban,Y
LP001146,Male,Yes,2,Graduate,No,150,0.0,162.0,357.0,1.0,Semiurban,N
LP001068,Male,Yes,3,Graduate,No,7118,0.0,54.0,351.0,0.0,Urban,N
LP001100,Female,Yes,0,Not Graduate,No,778,841.72391533,255.0,350.0,1.0,Rural,Y
LP001097,Male,No,,Graduate,No,150,0.0,355.0,350.0,1.0,Urban,Y
LP001005,Male,Yes,0,Graduate,No,9159,0.0,359.0,370.0,1.0,Rural,Y
LP001002,Male,Yes,3,Not Graduate,No,3715,0.0,91.0,350.0,1.0,Urban,Y
LP001186,Male,No,0,Graduate,No,81000,3194.08077918,273.0,357.0,1.0,Rural,Y
LP001123,Male,No,2,Graduate,No,7403,320.26892934,310.0,54.0,0.0,Rural,Y
LP001155,Male,Yes,3,Not Graduate,No,14430,0.0,9.0,,0.0,Semiurban,N
LP001186,Male,Yes,,Not Graduate,No,28027,0.0,9.0,354.0,1.0,Urban,N
LP001005,Male,No,1,Graduate,No,26646,741.89703186,9.0,367.0,1.0,Urban,Y
LP001114,Male,Yes,,Not Graduate,No,150,0.0,16.0,350.0,1.0,Semiurban,Y
LP001002,Male,Yes,2,Graduate,No,150,2239.39612643,205.0,358.0,1.0,Urban,Y
LP001002,Male,No,1,Graduate,No,150,0.0,513.0,371.0,1.0,Urban,Y
LP001005,,No,0,Not Graduate,No,7023,4162.78903289,9.0,348.0,,Rural,Y
LP001100,Female,Yes,0,Graduate,No,150,576.90858422,237.0,51.0,1.0,Urban,Y
LP001002,Male,No,1,Graduate,No,11206,0.0,85.0,370.0,1.0,Rural,Y
LP001068,Male,Yes,3,Graduate,No,150,7541.78386912,150.0,356.0,1.0,Rural,Y
LP001508,Male,Yes,3,Not Graduate,No,23847,0.0,90.0,366.0,1.0,Semiurban,Y
LP001034,Female,Yes,0,Not Graduate,No,13267,0.0,9.0,349.0,1.0,Urban,Y
LP001146,Male,Yes,3,Not Graduate,No,150,0.0,225.0,348.0,1.0,Rural,N
LP001100,Male,No,0,Graduate,Yes,81000,2257.52666415,273.0,371.0,1.0,Urban,Y
LP001151,,Yes,0,Not Graduate,No,150,4476.45864786,272.0,351.0,0.0,Urban,Y
LP001155,Male,No,0,Not Graduate,No,13024,44.48728256,9.0,352.0,1.0,Urban,Y
LP001034,Male,Yes,0,Not Graduate,Yes,4495,114.8942601,147.0,355.0,1.0,Urban,Y
LP001018,Female,Yes,0,Graduate,No,57493,0.0,164.0,368.0,1.0,Semiurban,Y
LP001114,Male,No,1,Graduate,No,8081,0.0,185.0,480.0,1.0,Semiurban,Y
LP001008,Male,Yes,1,Not Graduate,No,5152,0.0,234.0,372.0,1.0,Rural,Y
LP001068,Male,Yes,0,Graduate,No,5842,0.0,,371.0,1.0,Urban,Y
LP001038,Male,Yes,1,Graduate,No,150,848.79459418,201.0,364.0,1.0,Rural,Y
LP001146,Male,Yes,1,Graduate,No,150,0.0,273.0,368.0,1.0,Rural,Y
LP001164,Male,Yes,0,Graduate,No,4144,1127.75169144,156.0,332.0,1.0,Semiurban,Y
LP001002,Male,No,0,Graduate,No,150,0.0,388.0,358.0,1.0,Urban,N
LP001514,Male,Yes,1,Graduate,No,14068,1584.18631984,214.0,137.0,1.0,Rural,N
LP001100,Male,No,0,Graduate,No,150,739.80009827,9.0,348.0,1.0,Rural,Y
LP001155,Male,Yes,3,Graduate,No,8208,660.43623984,345.0,356.0,1.0,Urban,Y
LP001034,Male,No,0,Not Graduate,No,5971,963.98807762,74.0,354.0,0.0,Rural,Y
LP001146,Female,No,1,Graduate,No,150,803.52935525,9.0,348.0,1.0,Urban,Y
LP001155,Male,Yes,0,Graduate,No,5059,1937.20927029,233.0,363.0,1.0,Rural,Y
LP001034,Female,No,0,Graduate,No,7268,0.0,208.0,80.0,,Urban,Y
LP001146,Female,Yes,1,Graduate,No,13003,136.26980223,260.0,350.0,1.0,Urban,Y
LP001034,Male,Yes,3,Not Graduate,No,5825,0.0,270.0,371.0,1.0,Urban,N
LP001146,Male,No,0,Not Graduate,No,11178,2362.34313123,114.0,372.0,1.0,Urban,Y
LP001531,Male,Yes,1,Graduate,No,12437,0.0,164.0,354.0,0.0,Rural,Y
LP001639,Male,Yes,2,Graduate,No,10279,0.0,9.0,367.0,1.0,Urban,Y
LP001038,Male,Yes,1,Not Graduate,No,150,0.0,74.0,348.0,1.0,Urban,Y
LP001155,Female,No,2,Graduate,No,7018,0.0,138.0,363.0,1.0,Rural,Y
LP001003,Male,,3,Graduate,No,150,102.56966608,35.0,351.0,1.0,Urban,Y
LP001038,,No,3,Graduate,,11968,537.56200507,29.0,350.0,0.0,Rural,N
LP001100,Male,No,1,Graduate,No,4500,0.0,78.0,372.0,1.0,Semiurban,Y
LP001155,Male,No,1,Graduate,No,4392,14910.37610448,245.0,366.0,1.0,Rural,Y
LP001155,Male,Yes,0,Not Graduate,No,4786,390.50734712,201.0,354.0,1.0,Rural,N
LP001038,Female,No,3,Graduate,No,14607,0.0,9.0,360.0,1.0,Urban,Y
LP001038,Male,Yes,0,Graduate,No,21533,625.78237105,9.0,,1.0,Urban,N
LP001155,Male,No,0,Graduate,No,6935,0.0,257.0,370.0,1.0,Semiurban,Y
LP001155,Male,No,0,Graduate,No,6106,0.0,264.0,363.0,0.0,Urban,Y
LP001047,Male,Yes,1,Graduate,No,7081,3813.00725188,271.0,370.0,1.0,Rural,Y
LP001036,Male,Yes,1,Not Graduate,No,3265,4494.53313016,83.0,348.0,1.0,Urban,N
LP001034,Male,No,0,Not Graduate,,1568,0.0,234.0,,0.0,Urban,Y
LP001155,Male,No,1,Graduate,No,1062,4258.68247467,9.0,353.0,1.0,Urban,Y
LP001034,Male,Yes,1,Not Graduate,No,150,777.32973325,268.0,352.0,1.0,Urban,Y
LP001018,Male,No,3,Not Graduate,No,150,333.51391267,,349.0,1.0,Rural,Y
LP001186,Male,No,0,Graduate,No,4607,4204.36968214,179.0,354.0,1.0,Rural,Y
LP001100,Male,No,0,Graduate,No,9400,7794.56133346,89.0,352.0,1.0,Semiurban,Y
LP001155,Male,Yes,1,Graduate,No,2939,7779.90246846,242.0,348.0,1.0,Urban,Y
LP001155,Female,No,0,Graduate,Yes,150,0.0,117.0,367.0,1.0,Semiurban,N
LP001146,Male,No,2,Graduate,No,150,0.0,156.0,349.0,1.0,Rural,Y
LP001123,Female,No,3,Graduate,No,150,0.0,9.0,350.0,1.0,Rural,Y
LP001068,Male,Yes,2,Graduate,No,150,518.43510037,361.0,353.0,1.0,Rural,Y
LP001116,Male,Yes,3,Graduate,Yes,15695,371.88949009,114.0,194.0,1.0,Urban,Y
LP001034,Male,Yes,1,Not Graduate,No,6051,445.89150625,9.0,353.0,1.0,Semiurban,Y
LP001155,Male,,0,Graduate,No,3596,0.0,9.0,351.0,1.0,Urban,Y
LP001002,Male,Yes,1,Not Graduate,No,81000,0.0,9.0,349.0,1.0,Urban,Y
LP001195,Male,Yes,2,Graduate,No,255,0.0,270.0,371.0,1.0,Urban,N
LP001155,Male,Yes,1,Not Graduate,No,150,0.0,19.0,356.0,1.0,Urban,N
LP001097,Male,Yes,,Graduate,No,150,0.0,352.0,252.0,1.0,Rural,Y
LP001038,Female,No,1,Graduate,No,6916,615.53428021,100.0,348.0,1.0,Urban,Y
LP001146,Female,No,1,Graduate,No,25972,0.0,9.0,356.0,1.0,Urban,Y
LP001516,Male,Yes,,Graduate,No,11986,1453.071088,22.0,350.0,1.0,Semiurban,Y
LP001013,Male,Yes,0,Graduate,No,150,585.57879725,194.0,349.0,1.0,Rural,Y
LP001155,Female,No,0,Graduate,No,150,2772.24088329,308.0,351.0,1.0,Semiurban,Y
LP001034,Male,No,0,Graduate,No,746,429.52316844,139.0,366.0,1.0,Rural,N
LP001100,Male,Yes,1,Graduate,No,81000,0.0,122.0,370.0,0.0,Semiurban,N
LP001155,Male,No,1,Graduate,No,10117,0.0,323.0,372.0,1.0,Semiurban,Y
LP001038,Male,No,3,Not Graduate,No,2829,0.0,9.0,354.0,1.0,Semiurban,Y
LP001002,Male,No,1,Graduate,No,11755,0.0,54.0,368.0,1.0,Rural,Y
LP001052,Female,Yes,1,Graduate,No,430,0.0,251.0,369.0,1.0,Urban,N
LP001504,Male,Yes,2,Not Graduate,No,150,0.0,512.0,95.0,0.0,Rural,Y
LP001036,Female,No,1,Graduate,No,6054,3773.74207699,211.0,351.0,1.0,Rural,Y
LP001014,Male,No,0,Graduate,No,150,0.0,220.0,357.0,,Urban,Y
LP001032,Male,Yes,2,Graduate,No,6839,783.66319956,222.0,356.0,1.0,Rural,Y
LP001155,Male,No,1,Graduate,No,150,0.0,265.0,354.0,0.0,Urban,Y
LP001514,Female,Yes,1,Graduate,No,150,627.0471028,501.0,46.0,0.0,Semiurban,Y
LP001005,Male,Yes,1,Graduate,No,150,813.95512785,265.0,370.0,1.0,Semiurban,Y
LP001100,Male,Yes,0,Graduate,No,150,4525.5112744,234.0,361.0,1.0,Rural,N
LP001002,Female,Yes,0,Graduate,No,7677,622.10558681,240.0,480.0,1.0,Semiurban,N
LP001020,Male,,1,Graduate,No,150,0.0,236.0,358.0,,Rural,Y
LP001002,Male,Yes,1,Not Graduate,No,383,3690.24852781,270.0,,1.0,Semiurban,Y
LP001097,Male,Yes,1,Graduate,No,6696,39.24377013,272.0,369.0,0.0,Rural,Y
LP001146,Male,Yes,1,Graduate,Yes,6384,1863.68151403,281.0,369.0,0.0,Urban,Y
LP001038,Male,No,1,Not Graduate,No,150,41667.0,169.0,12.0,1.0,Rural,Y
LP001038,Female,Yes,2,Graduate,No,8633,288.78567692,9.0,209.0,,Semiurban,N
LP001002,Male,Yes,0,Graduate,No,1243,5674.24818484,434.0,350.0,1.0,Urban,Y
LP001155,Male,No,1,Graduate,No,6933,0.0,346.0,348.0,1.0,Semiurban,Y
LP001038,Male,No,0,Graduate,No,14955,0.0,9.0,367.0,1.0,Rural,Y
LP001155,Male,No,1,Graduate,No,10694,652.20403303,59.0,357.0,1.0,Urban,N
LP001038,Male,Yes,1,Not Graduate,No,4778,0.0,251.0,365.0,,Urban,Y
LP001155,Male,No,1,Graduate,No,150,1880.71400688,255.0,349.0,,Semiurban,Y
LP001155,Male,No,0,Graduate,No,5506,0.0,153.0,352.0,0.0,Urban,Y
LP001119,Male,Yes,3,Graduate,,150,0.0,233.0,,1.0,Rural,N
LP001008,Male,Yes,1,Graduate,No,8974,7269.3330096,265.0,352.0,0.0,Urban,Y
LP001002,Female,Yes,2,Graduate,No,150,931.77013248,257.0,370.0,1.0,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,11838,0.0,186.0,350.0,0.0,Semiurban,N
LP001073,Male,Yes,0,Graduate,Yes,3381,0.0,9.0,480.0,0.0,Urban,Y
LP001032,Male,Yes,2,Graduate,No,18549,8423.17816943,22.0,348.0,1.0,Urban,Y
LP001146,Male,No,0,Not Graduate,No,150,0.0,462.0,76.0,1.0,Semiurban,N
LP001100,Male,No,0,Graduate,No,10427,3823.90009123,267.0,364.0,,Rural,Y
LP001155,Female,Yes,1,Graduate,No,150,589.27421953,236.0,350.0,1.0,Rural,Y
LP001097,Female,No,1,Not Graduate,No,150,0.0,254.0,99.0,1.0,Rural,Y
LP001038,Male,Yes,2,Graduate,No,150,0.0,126.0,365.0,1.0,Semiurban,N
LP001068,Male,No,0,Graduate,No,697,0.0,246.0,363.0,0.0,Urban,Y
LP001038,Male,No,1,Graduate,No,9073,196.43038889,59.0,,1.0,Semiurban,Y
LP001155,Male,No,1,Graduate,Yes,12645,4288.98483533,297.0,351.0,,Rural,Y
LP001155,Male,Yes,1,Graduate,No,150,784.24289317,9.0,353.0,1.0,Urban,Y
LP001146,Male,No,1,Graduate,No,502,14175.53935479,237.0,,1.0,Rural,Y
LP001038,Female,No,0,Graduate,No,150,0.0,270.0,356.0,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,7081,0.0,312.0,368.0,0.0,Urban,N
LP001038,Male,No,2,Graduate,No,4035,0.0,9.0,276.0,1.0,Urban,Y
LP001038,Female,No,3,Graduate,No,21272,0.0,9.0,368.0,1.0,Urban,Y
LP001018,Female,No,0,Graduate,No,458,644.78043392,264.0,349.0,1.0,Urban,Y
LP001155,Male,No,1,Graduate,No,150,3685.13228159,,350.0,,Rural,Y
LP001155,Male,No,3,Graduate,No,10626,559.62242353,165.0,353.0,1.0,Urban,Y
LP001146,Male,No,2,Not Graduate,No,7067,2879.08704003,105.0,356.0,1.0,Rural,N
LP001038,Male,No,1,Graduate,No,150,504.44932273,233.0,358.0,1.0,Semiurban,Y
LP001100,Female,Yes,1,Not Graduate,No,2758,4525.34973499,22.0,349.0,1.0,Semiurban,Y
LP001034,Male,,3,Graduate,No,900,5702.85373092,166.0,351.0,,Rural,Y
LP002002,Male,No,2,Graduate,No,14968,219.87917952,,367.0,1.0,Urban,Y
LP001155,Female,No,1,Not Graduate,No,1269,4152.30846207,130.0,349.0,1.0,Semiurban,Y
LP001034,Female,Yes,2,Graduate,No,12438,0.0,65.0,371.0,1.0,Urban,Y
LP001146,Male,Yes,0,Not Graduate,No,150,4503.30225643,268.0,59.0,0.0,Rural,Y
LP001013,Female,Yes,0,Graduate,No,150,6536.79763585,27.0,348.0,1.0,Semiurban,Y
LP001198,Male,Yes,2,Not Graduate,No,5713,0.0,269.0,370.0,1.0,Semiurban,Y
LP001002,Female,No,2,Graduate,No,30910,0.0,81.0,349.0,1.0,Urban,Y
LP001034,Male,Yes,0,Graduate,No,7115,195.98450424,9.0,369.0,1.0,Rural,Y
LP001146,Female,No,1,Graduate,Yes,32058,0.0,212.0,366.0,1.0,Rural,N
LP001066,Male,Yes,1,Not Graduate,No,4272,309.40240163,238.0,350.0,1.0,Urban,Y
LP001032,Male,No,2,Not Graduate,No,5991,681.54172019,268.0,372.0,1.0,Semiurban,Y
LP001068,Male,No,1,Graduate,No,316,0.0,9.0,367.0,1.0,Semiurban,Y
LP001038,Female,Yes,,Graduate,No,150,14367.84242378,268.0,365.0,,Urban,N
LP001155,Male,No,3,Not Graduate,No,150,836.34880542,135.0,229.0,1.0,Urban,Y
LP001034,Male,Yes,0,Graduate,Yes,30332,0.0,240.0,350.0,1.0,Rural,N
LP001005,Male,Yes,1,Graduate,No,150,3748.55665288,85.0,351.0,1.0,Rural,Y
LP001146,Male,No,1,Graduate,No,13472,465.27519794,22.0,371.0,1.0,Urban,Y
LP001052,Male,,1,Not Graduate,No,746,0.0,,348.0,1.0,Urban,Y
LP001155,Male,No,0,Graduate,No,636,0.0,252.0,366.0,1.0,Rural,Y
LP001514,Male,No,1,Not Graduate,Yes,15789,0.0,151.0,370.0,1.0,Semiurban,Y
LP001008,Male,Yes,1,Graduate,No,150,2127.90600969,127.0,59.0,0.0,Urban,N
LP001068,Female,Yes,,Graduate,No,150,959.60889145,117.0,12.0,1.0,Semiurban,Y
LP001095,Male,Yes,1,Graduate,No,10845,0.0,55.0,371.0,1.0,Semiurban,Y
LP001013,Male,No,3,Graduate,No,8575,0.0,283.0,353.0,1.0,Rural,Y
LP001109,Male,Yes,2,Graduate,No,150,0.0,169.0,368.0,0.0,Semiurban,Y
LP001038,Male,No,1,Graduate,No,5316,0.0,62.0,350.0,1.0,Rural,Y
LP001098,Male,Yes,1,Not Graduate,No,150,1989.42271076,270.0,253.0,1.0,Semiurban,Y
LP001038,Male,Yes,3,Not Graduate,No,13952,0.0,200.0,350.0,1.0,Rural,Y
LP001038,Male,No,1,Graduate,No,28533,527.82858895,182.0,363.0,1.0,Rural,Y
LP001034,Male,Yes,0,Graduate,No,1031,12152.25360993,321.0,,1.0,Urban,Y
LP001186,Male,Yes,2,Graduate,No,44876,4280.06290151,242.0,359.0,,Rural,Y
LP001186,Male,No,0,Graduate,No,150,680.85869031,183.0,354.0,1.0,Urban,Y
LP001516,Female,No,0,Graduate,No,30237,182.8794285,136.0,358.0,,Rural,Y
LP001205,Male,No,0,Graduate,No,2331,99.28540981,278.0,,,Rural,Y
